DEP,Libelle,nb_communes,total_communes,pct_communes,pop_equip,total_pop,pct_pop
07,infirmier,119,335,"0,3552238806","233407,6667",312788,"0,7462168199"
07,laboratoire_d_analyses_et_de_biologie_medicale,14,335,"0,04179104478","92275,66667",312788,"0,2950102519"
07,ambulance,22,335,"0,06567164179","89689,66667",312788,"0,2867426713"
07,pharmacie,71,335,"0,2119402985","190102,0833",312788,"0,607766549"
07,cinema,19,335,"0,05671641791","88109,16667",312788,"0,2816897281"
07,bibliotheque,222,335,"0,6626865672","267605,6667",312788,"0,8555496588"
07,arts_du_spectacle,6,335,"0,01791044776","47865,91667",312788,"0,153029901"
07,decheterie,46,335,"0,1373134328","136771,25",312788,"0,4372650166"
08,police,3,449,"0,006681514477","65318,33333",258946,"0,2522469292"
08,gendarmerie,30,449,"0,06681514477",76766,258946,"0,2964556317"
08,reseau_de_proximite_pole_emploi,4,449,"0,008908685969","72661,33333",258946,"0,2806041929"
08,aeroport,0,449,0,0,258946,0
08,gare_de_voyageurs_d_interet_national,0,449,0,0,258946,0
08,gare_de_voyageurs_d_interet_regional,5,449,"0,01113585746","77417,83333",258946,"0,2989728875"
08,gare_de_voyageurs_d_interet_local,20,449,"0,04454342984","79689,83333",258946,"0,3077469176"
08,implantations_france_services_ifs,25,449,"0,05567928731","118328,5833",258946,"0,4569623911"
08,bureau_de_poste,34,449,"0,07572383073","134173,0833",258946,"0,5181508242"
08,agence_postale,41,449,"0,09131403118",88157,258946,"0,3404454983"
08,ecole_maternelle,21,449,"0,04677060134","95349,75",258946,"0,3682225252"
08,ecole_primaire,102,449,"0,2271714922","187024,0833",258946,"0,7222512931"
08,ecole_elementaire,23,449,"0,05122494432","96350,75",258946,"0,372088196"
08,college,26,449,"0,0579064588","125842,5833",258946,"0,4859800241"
08,lycee_d_enseignement_general_et_ou_technologique,7,449,"0,01559020045","84826,58333",258946,"0,3275840651"
08,lycee_d_enseignement_professionnel,3,449,"0,006681514477","63498,33333",258946,"0,2452184368"
08,lycee_d_enseignement_technique_et_ou_professionnel_agricole,4,449,"0,008908685969",9924,258946,"0,03832459277"
08,etablissement_sante_court_sejour,6,449,"0,01336302895","79443,83333",258946,"0,3067969126"
08,etablissement_sante_moyen_sejour,8,449,"0,01781737194","85485,83333",258946,"0,3301299627"
08,etablissement_sante_long_sejour,4,449,"0,008908685969","70841,33333",258946,"0,2735757005"
08,urgences,5,449,"0,01113585746","73878,33333",258946,"0,2853040145"
08,maternite,2,449,"0,004454342984","59656,33333",258946,"0,2303813665"
08,dialyse,2,449,"0,004454342984","46267,58333",258946,"0,1786765709"
08,medecin_generaliste,64,449,"0,1425389755","169401,9167",258946,"0,6541978508"
08,chirurgien_dentiste,38,449,"0,0846325167","139813,4167",258946,"0,5399327144"
08,sage_femme,18,449,"0,04008908686","107195,5833",258946,"0,4139688712"
08,infirmier,85,449,"0,1893095768","182407,4167",258946,"0,7044226081"
08,laboratoire_d_analyses_et_de_biologie_medicale,5,449,"0,01113585746","76861,58333",258946,"0,2968247563"
08,ambulance,21,449,"0,04677060134","107416,25",258946,"0,4148210438"
08,pharmacie,63,449,"0,140311804","169473,9167",258946,"0,654475901"
08,cinema,5,449,"0,01113585746","71690,58333",258946,"0,2768553418"
08,bibliotheque,92,449,"0,2048997773","167343,3333",258946,"0,6462479951"
08,arts_du_spectacle,4,449,"0,008908685969","72661,33333",258946,"0,2806041929"
08,decheterie,39,449,"0,0868596882","104020,3333",258946,"0,4017066621"
09,police,2,326,"0,006134969325","23979,25",145400,"0,1649191884"
09,gendarmerie,19,326,"0,05828220859","49390,66667",145400,"0,3396882164"
09,reseau_de_proximite_pole_emploi,4,326,"0,01226993865","35637,75",145400,"0,2451014443"
09,aeroport,0,326,0,0,145400,0
09,gare_de_voyageurs_d_interet_national,0,326,0,0,145400,0
09,gare_de_voyageurs_d_interet_regional,3,326,"0,009202453988","28552,25",145400,"0,1963703576"
09,gare_de_voyageurs_d_interet_local,9,326,"0,02760736196","9316,166667",145400,"0,06407267309"
09,implantations_france_services_ifs,13,326,"0,03987730061","54404,91667",145400,"0,3741741174"
09,bureau_de_poste,41,326,"0,1257668712","84719,75",145400,"0,5826667813"
09,agence_postale,56,326,"0,1717791411","27526,75",145400,"0,1893174003"
09,ecole_maternelle,25,326,"0,07668711656","67559,08333",145400,"0,464642939"
09,ecole_primaire,83,326,"0,254601227","89867,16667",145400,"0,6180685465"
09,ecole_elementaire,47,326,"0,1441717791","76505,58333",145400,"0,5261732004"
09,college,15,326,"0,04601226994","55751,75",145400,"0,3834370702"
09,lycee_d_enseignement_general_et_ou_technologique,5,326,"0,01533742331",33803,145400,"0,2324828061"
09,lycee_d_enseignement_professionnel,5,326,"0,01533742331","31676,25",145400,"0,2178559147"
09,lycee_d_enseignement_technique_et_ou_professionnel_agricole,1,326,"0,003067484663","14625,5",145400,"0,100588033"
09,etablissement_sante_court_sejour,3,326,"0,009202453988",8111,145400,"0,05578404402"
09,etablissement_sante_moyen_sejour,4,326,"0,01226993865",9156,145400,"0,06297111417"
